country|src|n|packed
Portugal|$direct|97|-~05-20~00~0 -~05-20~00~7 -~05-23~00~0 -~05-23~00~3 -~05-23~00~3 -~05-24~00~0 -~05-26~00~0 -~05-30~00~0 -~05-31~00~0 Andref1904~08-04~11~110930 GODarrow~05-25~11~137457 calapez~05-17~11~74836 fortune-0013210~05-27~11~2 fortune-0202518~05-20~11~206 fortune-0418376~08-23~11~7888 fortune-0527296~05-23~11~115 fortune-0616956~05-22~11~48 fortune-0815567~05-15~11~59 fortune-0833494~05-22~11~59 fortune-0961045~05-29~11~9509 fortune-1595743~05-25~11~4895 fortune-1913919~07-15~11~63683 fortune-2183570~05-24~11~123379 fortune-2245506~05-31~11~4551 fortune-2286764~05-14~11~25821 fortune-2746110~06-20~11~2416 fortune-3400757~06-18~11~1146 fortune-3723749~05-24~11~11176 fortune-3824638~05-26~11~692 fortune-3942559~08-10~10~3720 fortune-4046012~05-20~11~11441 fortune-4110811~05-27~11~273 fortune-4359865~05-14~11~28 fortune-4376044~05-22~11~79 fortune-4458247~06-11~00~1 fortune-4532098~08-27~10~2714 fortune-4727281~05-17~11~4461 fortune-4989540~05-22~11~27 fortune-5058178~06-15~10~1283 fortune-5535482~05-25~11~3596 fortune-5670624~05-27~11~154 fortune-5799458~05-19~11~5541 fortune-5910604~08-11~10~3 fortune-6290826~05-26~10~1 fortune-6638529~06-20~10~2 fortune-6685654~06-10~10~33207 fortune-6808005~05-20~11~21 fortune-6936135~07-29~10~3 fortune-6940299~07-29~10~70031 fortune-7068517~06-07~11~44609 fortune-7175870~05-19~00~8 fortune-7209895~08-15~11~19935 fortune-7481895~05-22~11~40 fortune-7592581~05-21~11~7909 fortune-7815139~05-23~00~67620 fortune-8033663~05-20~10~2 fortune-8497774~05-29~11~103 fortune-8618551~05-29~11~103 fortune-8807133~05-23~11~61 fortune-8850532~05-21~11~1571 fortune-9281739~05-21~11~436 fortune-9707492~05-22~11~56002 jack-0584314~05-20~11~5 jack-1177756~05-26~11~86 jack-1201244~05-18~11~129979 jack-1688533~05-21~11~51 jack-1860764~05-20~11~15 jack-1971522~08-11~11~18506 jack-2010391~05-26~11~2888 jack-2055728~05-25~11~5 jack-2078405~05-21~11~40 jack-2829193~05-24~10~0 jack-2859583~05-27~11~124 jack-3541625~06-15~11~34588 jack-3627019~05-21~11~7 jack-4602879~05-24~11~54 jack-5460080~05-19~11~9 jack-5800595~05-25~11~6 jack-5921022~08-20~10~2 jack-6293210~07-08~00~533 jack-6407645~05-26~11~82 jack-6854201~05-29~11~9509 jack-6857772~05-29~00~36663 jack-6916379~05-24~00~0 jack-7476107~05-24~11~59 jack-7581654~05-23~11~1793 jack-7916349~05-22~11~81 jack-8020452~05-27~11~138 jack-8254266~05-27~11~3650 jack-8494364~05-21~11~27 jack-8792729~06-12~10~0 jack-8997979~05-24~11~116641 jack-9014338~05-29~11~11484 jack-9396876~05-24~11~15186 jack-9413701~08-05~11~799 tiaguiris77~06-08~00~91735 vangooog~05-23~11~16115
Romania|m.facebook.com|145|-~05-13~00~0 -~05-13~00~0 -~05-14~00~0 -~05-14~00~133 -~05-22~00~0 -~05-24~00~0 -~06-04~00~0 -~06-05~00~0 -~06-07~00~0 -~06-08~00~1 -~06-09~00~10032 -~06-30~00~1 -~07-05~00~1512 -~07-28~00~0 -~07-29~00~1 -~07-29~00~1 -~07-30~00~0 -~07-30~00~1 -~07-31~00~8708 -~08-01~00~0 -~08-01~00~0 -~08-04~00~1 -~08-04~00~47446 Adelinlili~07-25~10~308 CIRTAN36~05-13~10~153948 Codrut~07-24~10~4324 Constantindaniel~05-18~10~89772 Georgiana12~05-28~10~112690 Marin28~06-02~10~97885 Mladinionut~05-28~00~4 danielavije~07-26~00~9969 fortune-0206940~08-02~10~11 fortune-0522182~06-27~00~4045 fortune-0694312~06-21~10~5735 fortune-0793533~06-01~10~22789 fortune-0851952~07-31~00~41486 fortune-1057225~07-24~10~8597 fortune-1328570~05-28~00~15184 fortune-1495251~08-01~00~20742 fortune-1507681~06-21~10~77 fortune-1688184~08-04~00~2 fortune-1922205~07-07~00~52948 fortune-1935182~07-22~10~10795 fortune-2154683~06-13~10~10170 fortune-2380336~06-21~10~3 fortune-2443681~07-27~10~5928 fortune-2756527~06-02~10~76508 fortune-2894814~07-30~10~3 fortune-2967582~05-22~00~99634 fortune-3281693~07-30~00~5 fortune-3299812~08-04~10~5 fortune-3430745~07-24~00~6 fortune-3721344~06-25~00~38896 fortune-3836666~07-31~10~8140 fortune-3946264~06-26~10~20659 fortune-3965966~06-26~10~166 fortune-4025028~05-17~00~89216 fortune-4093473~07-04~00~3 fortune-4112833~06-22~10~3 fortune-4114820~07-05~10~29033 fortune-4133956~08-01~10~1564 fortune-4480322~07-25~10~11196 fortune-4567935~05-14~10~6 fortune-4885200~07-26~10~11 fortune-4935353~07-25~00~11 fortune-5195931~07-28~10~12 fortune-5271719~05-31~10~31 fortune-5468420~06-10~10~72765 fortune-6120992~08-02~00~4 fortune-6202425~05-22~00~20628 fortune-6327017~06-09~10~246 fortune-6380765~07-23~10~1383 fortune-6714159~06-11~00~20093 fortune-6823348~07-26~10~33057 fortune-6994558~07-26~10~13866 fortune-7005517~07-04~00~17322 fortune-7059186~08-02~10~10 fortune-7425166~06-16~10~56332 fortune-7849065~07-06~00~1 fortune-8111224~07-27~00~5736 fortune-8121887~06-18~00~9017 fortune-8423927~06-02~00~50041 fortune-8719798~07-26~10~2 fortune-8874244~06-30~00~3 fortune-9082714~06-27~10~2 fortune-9610372~07-04~10~83344 fortune-9611923~06-29~10~11 fortune-9973441~07-02~10~9315 jack-0116245~07-21~00~12926 jack-0466290~06-07~00~4833 jack-0555221~07-26~10~7047 jack-0598972~05-24~00~36215 jack-0639678~05-23~00~122476 jack-0949611~06-07~10~1771 jack-0962573~06-28~10~51480 jack-0994226~08-01~00~9 jack-0997392~06-05~10~81415 jack-1233189~07-27~10~24548 jack-1958709~07-22~10~12044 jack-1979370~07-08~10~46185 jack-2050538~08-01~00~21 jack-2330271~07-05~10~3211 jack-2336906~07-01~00~2783 jack-2770822~06-23~00~31296 jack-2978470~06-21~00~16719 jack-3135072~08-02~10~15846 jack-3300301~05-29~10~3 jack-3376734~07-31~10~132 jack-3609883~08-01~10~38673 jack-3824929~06-12~10~27217 jack-3952281~06-04~10~1326 jack-4010300~06-08~10~54291 jack-4074717~05-16~10~76494 jack-4277901~07-23~10~180 jack-4375623~07-31~10~1 jack-4489810~06-10~00~2068 jack-4554105~05-27~10~2 jack-4604584~05-18~10~2922 jack-4732338~06-22~10~2 jack-4776925~06-11~10~18349 jack-5110411~07-24~00~22638 jack-5322882~07-24~10~7677 jack-5842056~07-22~10~19902 jack-6051748~07-26~10~3 jack-6059575~07-16~10~3 jack-6202808~06-09~10~2 jack-6568358~07-05~00~23074 jack-6822316~06-02~10~75976 jack-7068332~07-24~10~12977 jack-7324112~05-13~10~53706 jack-7362875~07-12~00~12900 jack-7370111~07-30~10~155 jack-7526701~06-12~10~80182 jack-8026274~07-21~10~5570 jack-8281599~08-02~00~2671 jack-8315901~06-05~10~10673 jack-8428621~06-01~00~91892 jack-8450062~06-15~10~86998 jack-8463003~07-31~00~4 jack-8477094~06-13~10~70322 jack-8564143~05-28~00~1113 jack-8590443~05-16~10~5283 jack-8918872~05-13~10~24232 jack-9111601~05-29~00~1 jack-9347103~05-18~10~6377
Romania|instagram.com|34|-~05-22~00~0 -~05-25~00~1 -~06-04~00~0 -~06-24~00~1 -~06-28~00~0 -~07-06~00~1 fortune-0163983~05-24~00~121279 fortune-1521838~05-30~10~3 fortune-1836159~07-27~10~107926 fortune-2185827~08-15~00~0 fortune-2211100~07-28~00~21 fortune-2262406~06-03~10~14390 fortune-3426482~06-04~10~604 fortune-4077244~07-16~10~84852 fortune-5671624~08-04~00~5 fortune-6254578~05-27~10~3 fortune-6337836~07-26~00~2 fortune-6876067~06-27~10~7 fortune-8060883~05-28~00~30 jack-1216142~06-04~10~42508 jack-1561138~06-01~10~106164 jack-1695917~07-24~10~1 jack-1834392~07-04~10~40984 jack-2008388~07-24~10~9 jack-2803259~06-01~00~47959 jack-3481880~07-10~00~5 jack-4275538~05-29~10~1 jack-4732477~05-27~00~20568 jack-4894527~05-22~10~66096 jack-5836023~07-28~00~2 jack-6105318~06-03~00~65646 jack-7602255~05-23~10~2 jack-8088490~06-01~10~109827 jack-9928657~07-21~10~2998
Romania|$direct|32|-~05-24~00~0 -~05-28~00~1 -~05-29~00~0 -~07-24~00~1 Sylvy12~05-18~00~0 fortune-0082372~06-02~00~6 fortune-0712336~07-26~00~18980 fortune-2924201~08-21~10~159 fortune-4529962~08-25~11~79 fortune-4531284~06-01~00~28997 fortune-5905203~06-27~10~4 fortune-6269003~05-31~00~1 fortune-6290617~06-24~11~36543 fortune-7201567~07-10~00~2 fortune-8483543~05-26~10~4 fortune-8632237~07-25~10~7137 fortune-9466572~06-04~00~3 jack-0903310~08-02~10~803 jack-1135923~05-27~10~52872 jack-1540022~06-06~00~8281 jack-1725863~07-02~11~79 jack-2654810~08-07~10~225 jack-3120115~06-06~10~78101 jack-3469568~06-20~10~3 jack-3539854~08-02~00~42 jack-5909563~07-02~10~106913 jack-5946370~08-12~00~4 jack-7931197~08-01~10~1488 jack-8640121~05-30~00~22 jack-8663113~08-21~11~615 jack-8714575~07-07~00~22970 nucu2024~05-14~10~54684
Romania|l.facebook.com|22|-~06-02~00~3 -~06-09~00~2 -~06-17~00~0 -~07-02~00~1 Rostas~07-26~10~6174 fortune-1920092~06-07~00~899 fortune-1980090~05-24~10~45836 fortune-2152399~07-27~10~3124 fortune-2314778~07-31~10~7 fortune-3157440~06-05~00~0 fortune-3446195~06-04~10~75049 fortune-4135159~05-13~10~62834 fortune-4832308~05-21~10~92976 fortune-6741470~08-02~10~4 fortune-9655778~05-20~00~13917 jack-1258642~06-28~10~32832 jack-2385031~06-15~10~2 jack-3468052~07-04~10~1 jack-4591563~05-30~10~16420 jack-8194656~05-23~10~50 jack-9040888~07-11~10~9 todick13~05-13~11~154396
Romania|tracker-pm2.fortunejackpartners.com|21|-~05-27~00~0 -~05-29~00~0 -~06-22~00~33373 -~06-24~00~0 Alexandrugabriel~07-27~10~545 fortune-0917072~08-12~00~16270 fortune-2820151~05-31~10~5 fortune-3164488~05-28~10~94434 fortune-3942571~07-09~10~2257 fortune-5066308~06-02~10~40191 fortune-6317022~05-28~00~74893 fortune-7718530~05-30~00~2865 fortune-7793677~07-01~10~54743 jack-0177459~08-04~10~13 jack-1102732~07-15~10~4 jack-1197775~07-23~10~1 jack-1472397~05-13~10~73191 jack-4502782~07-28~10~6764 jack-5386524~06-19~10~22677 jack-6083559~06-11~10~1 jack-9793630~05-28~10~7176
Serbia|instagram.com|98|-~05-18~00~1 -~05-30~00~3 -~05-31~00~1 -~06-02~00~0 -~06-04~00~0 -~06-04~00~0 -~06-04~00~2 -~06-05~00~2 -~06-06~00~1 -~06-07~00~4480 -~06-12~00~1 -~06-18~00~12239 -~06-21~00~20870 -~06-23~00~2 -~06-23~00~3 -~07-30~00~3 Ekii19~08-04~10~109 Nikola98~06-08~10~69063 fortune-0314447~07-13~10~17416 fortune-0828012~06-05~00~24 fortune-0926349~05-31~00~4 fortune-1343442~05-19~00~16915 fortune-1417897~06-17~10~1640 fortune-1429822~06-04~10~2109 fortune-1590652~06-09~10~60540 fortune-1962756~06-07~00~67525 fortune-2142886~06-26~00~12473 fortune-2159162~08-04~00~7 fortune-2205142~05-30~00~18455 fortune-2519096~05-28~00~54781 fortune-3089660~06-19~10~2 fortune-3512362~06-05~10~1 fortune-3586559~06-01~00~51742 fortune-3728528~08-25~10~121359 fortune-4410004~06-30~10~2 fortune-4507678~07-31~00~3 fortune-4593183~06-10~00~64025 fortune-4617156~06-07~10~18517 fortune-4637260~07-25~00~57904 fortune-5229212~07-27~00~4 fortune-6013168~07-06~10~61 fortune-6279216~07-23~00~66 fortune-6324777~06-11~10~826 fortune-6479658~06-06~10~7447 fortune-6844013~06-22~11~7 fortune-6966007~07-26~10~10244 fortune-7115851~07-28~00~4 fortune-7319873~06-01~00~4 fortune-7341485~06-27~00~3 fortune-7561209~06-10~00~39126 fortune-7653558~06-08~10~1420 fortune-7828560~05-15~10~1 fortune-7869976~06-24~00~42051 fortune-8018439~06-07~10~1092 fortune-8293807~06-14~10~57734 fortune-8373499~08-03~10~5 fortune-8889837~06-05~00~90150 fortune-9399342~05-29~10~1406 jack-0619636~07-27~10~6 jack-1535653~07-10~10~48179 jack-2155067~06-08~10~57497 jack-2418115~05-19~10~10 jack-2665796~06-09~10~2 jack-2804467~06-07~10~1 jack-3279554~06-05~10~7246 jack-3309064~06-16~10~13479 jack-3371343~05-27~10~76342 jack-3823747~07-17~00~19437 jack-4231176~06-02~10~919 jack-4368784~05-28~10~50810 jack-4714422~06-02~10~75697 jack-4769590~05-31~10~88100 jack-4828948~06-09~10~2 jack-4989598~06-16~10~1 jack-5476277~05-31~10~83865 jack-5535190~07-24~00~6 jack-5587299~07-31~00~1160 jack-5616305~05-16~00~57704 jack-5777049~07-21~00~76864 jack-6111736~06-12~00~2 jack-6166329~06-17~10~12507 jack-6314794~08-01~00~4 jack-6328597~06-04~10~31 jack-6493948~06-02~10~21702 jack-6563782~05-31~00~6 jack-6635702~06-09~00~4131 jack-6778832~06-08~10~1 jack-6847645~05-28~10~18638 jack-7829665~06-20~10~18025 jack-7943051~07-29~10~90 jack-8113374~07-25~10~1 jack-8160985~07-30~00~2 jack-8542682~06-10~00~38406 jack-9423661~06-01~00~21889 jack-9471657~06-22~10~255 jack-9824047~05-27~10~1 jack-9895670~06-01~00~9 jack-9972842~07-27~10~8
Serbia|m.facebook.com|69|-~05-29~00~1 -~06-01~00~1 -~06-06~00~0 -~06-10~00~1 -~06-10~00~1 -~06-16~00~1 -~07-01~00~1 -~07-26~00~725 DARKO-1312~06-19~10~9 Dragon1975~07-14~10~49598 Miljana4649~07-28~10~6719 Popovic98~06-07~10~2624 fortune-0090226~07-02~10~796 fortune-1079752~06-06~10~81233 fortune-1363941~06-26~10~30 fortune-1774190~05-30~00~28999 fortune-1893433~06-12~00~2872 fortune-1996800~06-25~10~57758 fortune-2908250~06-13~10~2 fortune-3066977~08-01~10~19 fortune-3480404~07-30~10~25 fortune-3636749~06-21~10~32776 fortune-3793014~07-14~00~23570 fortune-4805197~07-08~00~4 fortune-4831450~06-03~10~31400 fortune-5011106~07-29~10~79591 fortune-5105230~07-25~10~9148 fortune-5273638~07-03~10~3 fortune-5312944~07-26~10~1 fortune-5325221~06-14~00~73498 fortune-5397445~06-04~00~4648 fortune-6556697~05-23~00~47629 fortune-7104734~06-15~10~90852 fortune-7282363~06-26~10~359 fortune-7404370~08-15~10~1 fortune-7791693~07-02~10~38792 fortune-8059956~07-29~00~2 fortune-8072200~06-11~10~82201 fortune-8199215~07-30~10~6 fortune-8409349~05-28~10~8298 fortune-8419935~07-24~10~18 fortune-8786434~06-16~10~5 fortune-8820043~08-16~10~1 fortune-9842124~06-05~00~10148 fortune-9867236~07-29~10~10 fortune-9981204~05-24~10~0 jack-0238668~08-02~10~25 jack-0261276~08-01~10~77710 jack-0373851~06-02~10~1574 jack-0890347~05-22~00~18345 jack-0990391~06-01~10~82125 jack-1044493~06-10~10~45309 jack-1560280~06-06~10~8198 jack-1864162~06-05~10~9 jack-2071508~06-12~10~20593 jack-2072752~06-27~10~35693 jack-2429608~07-14~10~7 jack-2913717~06-30~10~18 jack-4421231~06-10~10~4251 jack-4595947~06-19~10~8407 jack-4634465~06-08~10~54021 jack-5616829~06-17~10~28758 jack-5639019~06-15~00~9 jack-6261245~06-24~10~76153 jack-6536883~06-10~10~3 jack-6605193~08-11~10~2 jack-8456335~06-09~10~14 jack-8627320~06-29~10~44580 jack-9697505~06-10~10~1
Serbia|$direct|25|-~05-23~00~3 -~05-27~00~2 -~05-28~00~0 -~06-11~00~8496 Gagmiri~07-10~11~75 Sahranar~05-15~00~7401 Skynyom~08-15~11~28 fortune-0795612~05-29~10~23357 fortune-1761115~08-02~10~9 fortune-2192764~08-08~00~0 fortune-4439711~07-24~10~24410 fortune-5881967~05-18~10~20 fortune-6244335~07-18~10~19061 fortune-7765397~06-02~00~56457 fortune-8844552~05-18~11~10 jack-0769890~08-01~10~1 jack-1211778~06-05~10~3 jack-2607481~06-02~10~70 jack-3315831~06-16~00~21182 jack-3418568~07-07~00~3 jack-5076709~07-11~11~60 jack-5400918~08-03~10~10 jack-7851334~05-26~10~17 jack-9015922~06-10~10~77398 popcira~08-10~11~7442
Serbia|l.facebook.com|15|-~06-09~00~1 -~07-27~00~0 Pajac~05-14~10~19792 fortune-1686612~08-17~10~3 fortune-3068349~08-15~00~1631 fortune-6207184~06-11~10~11 fortune-8357933~07-07~10~38695 fortune-8364101~08-01~10~7 fortune-9958141~06-15~10~2707 jack-1674390~06-19~10~67421 jack-2249452~08-03~00~1 jack-7040262~07-01~10~10485 jack-7051314~08-11~10~9102 jack-7392953~06-06~10~355 jack-7693894~06-20~00~4893
Serbia|tracker-pm2.fortunejackpartners.com|14|-~05-28~00~1 -~07-29~00~1142 fortune-1179701~06-18~10~65455 fortune-6104040~06-01~10~23 fortune-7427237~06-14~10~7 hitman92~06-11~10~32983 jack-3271148~07-22~00~3543 jack-3535691~07-21~10~34044 jack-3681848~05-28~00~34123 jack-4507880~06-18~00~0 jack-5081222~06-04~10~106408 jack-8456056~06-13~10~9017 jack-8723898~06-09~10~38711 jack-9506092~07-28~10~22
Serbia|www.google.com|11|-~05-26~00~1 Niki25~05-14~00~1283 fortune-1234276~05-26~00~1 fortune-1671289~05-22~00~7 fortune-9633955~05-17~11~120864 fortune_simin~06-23~10~112422 jack-0641071~05-28~00~104642 jack-2073543~05-14~11~60840 jack-3773131~05-28~00~1 jack-5377106~05-21~00~87 jack-9451943~06-11~00~25
Spain|instagram.com|101|-~05-28~00~0 -~05-30~00~0 -~05-31~00~2 -~06-01~00~1 -~06-01~00~1 -~06-01~00~3 -~06-02~00~0 -~06-02~00~0 -~06-05~00~2 -~06-06~00~0 -~06-07~00~0 -~06-07~00~1 -~06-07~00~1 -~06-07~00~80449 -~06-08~00~0 -~06-08~00~1 -~06-09~00~0 -~06-09~00~1 -~06-09~00~2 -~06-09~00~26 -~06-10~00~0 -~06-10~00~1 -~06-10~00~2 -~06-22~00~1 -~06-28~00~0 -~07-01~00~0 -~07-01~00~2 -~07-26~00~1 Bichu88~06-20~10~28984 Niceday~06-25~10~47890 Sheimi23~06-08~00~2538 birxi~06-01~10~12848 fortune-0176615~06-01~00~10745 fortune-0238809~06-08~10~72521 fortune-0696588~05-29~00~6 fortune-0784404~07-01~10~4 fortune-0843056~06-08~10~9603 fortune-1438944~06-03~10~5 fortune-1946907~05-30~10~4 fortune-2360318~08-02~10~35 fortune-2406644~08-24~10~1435 fortune-2900002~07-26~10~10621 fortune-3011945~05-31~00~15293 fortune-3146249~06-11~10~12 fortune-3334186~07-04~00~56994 fortune-3352722~06-15~00~9827 fortune-3711172~06-11~00~11350 fortune-4355543~06-09~10~2699 fortune-4774059~06-05~10~29343 fortune-5460332~06-29~10~9 fortune-5480692~05-30~00~7 fortune-6524969~08-21~00~2 fortune-7007621~06-08~10~16 fortune-7656082~08-03~00~128 fortune-7705700~07-26~00~336 fortune-7892131~06-22~00~5750 fortune-7974718~07-24~10~12324 fortune-7989767~07-05~10~4 fortune-7999765~08-03~10~30 fortune-8005135~06-09~10~3 fortune-8330405~07-28~00~2016 fortune-8972991~06-04~00~170 fortune-9333493~07-24~10~8 fortune-9570435~05-27~10~40777 fortune-9645145~07-24~10~83 jack-0238637~06-10~10~27482 jack-0437822~06-04~10~2 jack-0504490~06-09~10~11426 jack-0659419~08-04~00~4 jack-0719403~06-07~00~1494 jack-0825916~06-25~10~9 jack-0826355~05-31~10~2 jack-0895811~08-24~00~40 jack-1089510~08-24~10~2 jack-1884888~06-02~10~22550 jack-1962375~07-30~00~36376 jack-2345106~07-29~10~1 jack-2351619~05-29~10~12149 jack-3178300~07-24~00~4 jack-3417435~06-13~00~24 jack-4217884~06-12~10~7 jack-4393563~05-30~10~53256 jack-4656623~07-30~00~2 jack-4965443~06-06~10~19 jack-4979920~07-02~10~39829 jack-5153255~06-05~10~24324 jack-5271490~06-11~10~32112 jack-5456547~06-06~10~1 jack-5543297~06-01~10~13162 jack-5584477~06-09~10~7 jack-6422140~06-30~10~7665 jack-6921159~06-02~00~5 jack-7200994~07-30~10~3 jack-7504221~06-11~10~8 jack-8002713~05-31~10~94122 jack-8473151~07-25~00~6661 jack-8497206~05-30~10~4 jack-8579372~06-04~10~59912 jack-9507699~05-29~00~11417 jack-9691515~05-29~00~38983 jack-9776985~06-11~10~2
Spain|$direct|77|-~05-13~00~0 -~05-13~00~0 -~05-15~00~1 -~05-17~00~6764 -~05-19~00~1 -~06-10~00~0 -~07-19~00~1 -~07-19~00~1 -~07-19~00~1 -~07-20~00~8 -~08-13~00~0 -~08-13~00~715 -~08-15~00~0 -~08-16~00~0 Chichi40~07-16~00~97612 Chichi64520~06-30~00~22532 Didi290791~06-13~00~3905 Markluck~06-26~10~10043 Missfatii~08-12~11~24393 coronel999~08-10~10~163002 fortune-0062596~06-20~00~21041 fortune-0166076~07-04~10~6719 fortune-0318393~06-24~00~23026 fortune-0651324~05-17~10~59 fortune-1401182~05-13~10~38 fortune-1436611~05-28~10~4 fortune-1596665~05-15~10~9 fortune-2242869~07-04~00~8364 fortune-2707286~06-16~00~20165 fortune-3189191~05-14~10~1487 fortune-3690179~06-10~10~2950 fortune-3758497~06-30~00~11009 fortune-5016052~05-17~00~2880 fortune-5135220~07-29~10~15 fortune-7002679~08-15~10~6578 fortune-7347398~06-24~10~61204 fortune-7552506~05-15~00~758 fortune-7864041~07-06~00~54935 fortune-8179183~07-05~00~6818 jack-0015040~07-04~10~8367 jack-0095742~07-19~00~2 jack-0607037~06-15~00~0 jack-0897947~06-11~10~7 jack-1526284~05-16~11~103 jack-1592855~05-14~10~7180 jack-1610464~07-05~00~2764 jack-1872207~05-13~11~194 jack-2265912~05-17~10~4735 jack-2679137~05-16~00~110 jack-2696539~07-19~00~6 jack-2707823~06-02~00~25326 jack-2874227~06-23~10~4291 jack-2886175~07-05~00~7169 jack-3134485~07-19~00~1 jack-3418200~07-04~00~8279 jack-3530781~06-21~10~5 jack-3543948s~06-09~11~117433 jack-3555822~05-15~10~59849 jack-4171071~07-19~00~1 jack-4511223~05-16~00~3506 jack-4663580~07-01~10~104 jack-4700601~06-20~10~673 jack-4823604~06-30~00~11026 jack-5142849~07-19~00~2 jack-5309588~06-11~10~6 jack-6024187~07-17~00~30 jack-6382046~05-15~00~1437 jack-6410420~07-15~10~0 jack-6744767~07-25~10~7 jack-6967023~06-17~10~3478 jack-7191420~06-17~10~2 jack-7988674~06-06~00~20297 jack-8300073~08-05~10~32 jack-8441975~07-26~10~14 jack-9769303~05-19~00~29115 jack-9842841~05-17~10~123748 jack-9877554~05-13~10~7
Spain|m.facebook.com|32|-~06-02~00~1 -~06-05~00~4 -~06-14~00~0 -~06-25~00~0 -~07-28~00~0 -~08-02~00~640 fortune-0791693~07-23~10~10055 fortune-1440042~06-08~00~18 fortune-1812657~07-28~00~8505 fortune-3201172~07-24~00~1 fortune-4597013~08-01~00~103 fortune-6105014~07-24~00~3218 fortune-7237049~07-24~00~6474 fortune-7671395~07-28~00~129 fortune-7689558~05-31~10~1 fortune-7914571~05-29~10~18 fortune-7977472~05-28~10~27406 fortune-8207745~07-27~00~2 fortune-9093694~08-02~10~6176 jack-1685849~06-18~10~3118 jack-2313759~07-25~10~5597 jack-2448409~07-23~00~6786 jack-2508453~07-24~00~1 jack-2739437~06-01~10~9733 jack-3604621~06-03~00~19 jack-4965899~06-01~10~12764 jack-5571504~06-11~10~3 jack-5953532~06-12~10~7 jack-6267931~08-02~00~7 jack-7777899~08-01~10~3513 jack-9307970~05-31~10~46267 jack-9960029~06-18~10~5
Spain|www.google.com|20|-~05-20~00~0 -~05-27~00~0 -~08-06~00~0 Chichi87~06-19~00~41859 Ramero9080~08-26~11~170224 ch1na~06-20~11~88519 fortune-2503074~05-14~10~0 fortune-3169462~06-29~11~43512 fortune-3474633~05-14~11~45980 fortune-3961893~08-08~10~1 fortune-4475418~08-28~11~7275 fortune-4906233~07-19~10~3 fortune-8050771~08-08~11~9962 fortune-9047607~08-27~10~0 jack-0622166~06-10~11~146698 jack-1868511~06-28~10~75518 jack-2105373~06-29~10~0 jack-2221285~06-26~11~10988 jack-2324851~07-09~11~776 merydleon~07-13~10~270
Spain|com.google.android.gm|11|-~06-29~00~47440 Deudori1~08-01~10~9 Tango1989~07-04~00~31362 estheer24~05-28~10~56072 fortune-0198221~06-07~00~9 jack-0559841~06-10~10~104430 jack-1588439~06-11~10~16869 jack-2377772~06-08~10~12 jack-5498152~06-01~00~17046 jack-6730327~05-28~10~17 jack-7480770~05-28~10~60818
Sweden|$direct|40|-~06-10~00~0 -~07-02~00~0 DJD24~08-25~10~6 Nmm875260~05-19~10~101546 Ollan~05-18~10~48977 SPKBS~05-18~11~112089 Toxo99~05-26~11~48 fortune-0635097~05-18~11~125053 fortune-0905934~08-19~00~14678 fortune-1492930~05-31~10~20178 fortune-1534441~05-18~11~11240 fortune-2322599~08-14~10~213 fortune-3361587~05-21~11~4404 fortune-3469035~05-18~11~5802 fortune-3489061~07-27~10~0 fortune-5163815~07-15~11~1489 fortune-6334010~05-21~10~9 fortune-6956040~08-25~11~5539 jack-0105759~05-18~11~63031 jack-0324835~07-16~11~17820 jack-1743113~08-17~10~165 jack-1811125~07-05~10~14 jack-1845743~07-22~11~62968 jack-2244747~05-18~10~74526 jack-3720880~05-18~10~14 jack-4071997~05-21~11~8504 jack-4207765~05-21~10~6991 jack-4465475~08-01~10~9 jack-5019003~07-09~10~0 jack-5956897~05-18~11~116549 jack-6251538~05-18~11~104936 jack-6385427~05-26~00~2 jack-6431210~08-25~10~1 jack-6570851~05-21~00~104 jack-6759938~05-18~10~2 jack-7203894~05-27~00~63553 jack-7511381~08-08~00~115 jack-7554613~05-20~10~7 jack-8098859~08-24~11~3 jack-8869137~08-03~11~10707
Sweden|instagram.com|24|-~05-28~00~1 -~07-21~00~1 -~08-22~00~3131 fortune-2371976~07-07~10~85 fortune-2480200~06-26~10~4382 fortune-5126143~05-31~00~123155 fortune-5183949~08-03~10~18551 fortune-5587826~07-05~10~84 fortune-6973053~06-30~00~6 fortune-8262043~06-03~10~17 fortune-8827161~07-18~11~36572 fortune-8979276~06-30~10~74508 jack-1411223~05-19~10~52150 jack-4835626~06-06~00~1 jack-4871957~08-02~10~26 jack-5092417~07-31~00~79 jack-5162439~05-31~10~69090 jack-6625995~08-03~00~16 jack-6672357~07-23~10~5440 jack-6724365~05-17~10~57 jack-7189332~07-07~10~37310 jack-7231347~07-24~10~138 jack-8440859~07-24~10~2 jack-8898674~06-03~10~42005
Sweden|m.facebook.com|16|-~06-10~00~2 cadeabshir67~05-19~10~94012 elben196703~08-01~10~14858 fortune-5404059~06-24~10~6 fortune-6254749~07-05~10~10 fortune-6345608~07-05~10~1456 fortune-6568343~08-02~10~106005 fortune-6703405~06-26~10~0 fortune-7563935~06-27~10~15155 fortune-7603736~05-29~10~71348 fortune-9336141~07-24~10~20167 fortune-9666623~05-24~10~80633 jack-0123576~06-05~00~106391 jack-1632267~06-06~10~1 jack-3778703~08-18~10~771 jack-8278036~08-15~10~13
